Age,Gender,Occupation,Daily_AI_Usage_Hours,AI_Usage_Purpose,Specialization,AI_Tools_Used,AI_Usage_Frequency,AI_Skill_Level,Device_Used,Data_Privacy_Concern,AI_Trust_Level,Location,Education_Level,Language_Preference,Internet_Speed,AI_Usage_Change_in_6_Months,AI_Affect_on_Productivity,Uses_Paid_AI_Tools,Satisfaction_Level,Can_Live_Without_AI,Task_Complexity,Time_to_Respond_Seconds,Performance (%)
60,Male,Freelancer,6,Work,Law,Notion AI,Rarely,Beginner,Mobile,Medium,Low,Suburban,PhD,French,Fast,Decreased,Negative,No,9,No,2,21,85
36,Female,Unemployed,6,Daily Life,Engineering,Midjourney,Daily,Intermediate,Laptop,Low,High,Suburban,PhD,English,Medium,Same,Neutral,Yes,7,No,1,23,85
39,Male,Student,7,Daily Life,Computer Science,Midjourney,Rarely,Intermediate,Laptop,Low,Moderate,Urban,High School,French,Slow,Decreased,Negative,No,8,No,1,14,85
29,Female,Unemployed,3,Daily Life,Education,Midjourney,Sometimes,Intermediate,Laptop,Medium,Moderate,Urban,Bachelor,French,Slow,Decreased,Positive,No,3,Yes,1,10,85
50,Male,Teacher,0,Work,Business,ChatGPT,Sometimes,Beginner,Tablet,High,Low,Suburban,Master,French,Medium,Decreased,Positive,No,10,No,2,25,85
21,Female,Teacher,9,Shopping,Business,Other,Daily,Beginner,Laptop,High,Moderate,Rural,Bachelor,Arabic,Fast,Same,Negative,Yes,8,No,2,46,70
57,Female,Researcher,3,Health,Business,Notion AI,Sometimes,Advanced,Mobile,Medium,Moderate,Suburban,Master,French,Slow,Same,Neutral,Yes,2,Yes,3,44,80
20,Female,Engineer,3,Shopping,Art,Midjourney,Often,Advanced,Tablet,High,Moderate,Rural,High School,English,Medium,Increased,Positive,No,5,Yes,3,78,60
26,Female,Researcher,2,Health,Law,Other,Rarely,Beginner,Desktop,Low,High,Rural,Master,French,Fast,Decreased,Neutral,Yes,6,No,3,78,60
56,Male,Freelancer,2,Health,Law,Copilot,Sometimes,Intermediate,Desktop,Low,Moderate,Suburban,High School,Spanish,Medium,Decreased,Positive,No,2,Yes,3,65,60
40,Male,Student,5,Daily Life,Law,ChatGPT,Daily,Intermediate,Desktop,Medium,High,Suburban,PhD,English,Medium,Increased,Neutral,No,1,Yes,1,27,85
57,Female,Student,3,Study,Engineering,Other,Sometimes,Advanced,Tablet,Low,Low,Urban,Bachelor,French,Medium,Same,Neutral,Yes,1,Yes,2,40,70
37,Female,Researcher,1,Health,Computer Science,ChatGPT,Often,Intermediate,Tablet,Medium,Moderate,Suburban,High School,French,Slow,Same,Neutral,No,4,Yes,3,74,60
39,Male,Student,10,Health,Engineering,ChatGPT,Daily,Intermediate,Desktop,Medium,High,Rural,High School,French,Fast,Same,Positive,No,8,No,2,31,70
40,Male,Freelancer,11,Work,Medicine,Copilot,Sometimes,Beginner,Desktop,Medium,Low,Urban,High School,Spanish,Fast,Increased,Positive,No,3,Yes,2,24,85
24,Male,Engineer,11,Health,Education,Other,Often,Intermediate,Mobile,High,Low,Rural,Bachelor,French,Fast,Increased,Positive,Yes,8,No,4,82,70
36,Male,Researcher,2,Daily Life,Computer Science,Other,Sometimes,Advanced,Desktop,Low,High,Urban,,Arabic,Medium,Same,Negative,No,3,Yes,2,29,85
43,Male,Designer,7,Entertainment,Engineering,Copilot,Daily,Intermediate,Tablet,High,Moderate,Urban,Master,English,Fast,Increased,Neutral,No,5,Yes,2,35,70
55,Male,Doctor,9,Shopping,Law,Other,Sometimes,Advanced,Laptop,Medium,Moderate,Urban,High School,Spanish,Medium,Increased,Negative,No,2,Yes,3,66,60
39,Male,Unemployed,6,Work,Business,Other,Daily,Advanced,Desktop,Medium,Low,Rural,PhD,Arabic,Fast,Decreased,Positive,Yes,1,Yes,2,37,70
33,Male,Doctor,6,Health,Computer Science,Copilot,Daily,Beginner,Laptop,Low,Moderate,Rural,High School,English,Fast,Same,Negative,Yes,10,No,4,77,70
47,Female,Student,8,Entertainment,Art,Other,Daily,Beginner,Laptop,High,High,Urban,Master,Spanish,Medium,Increased,Positive,Yes,3,Yes,2,48,70
58,Female,Unemployed,6,Shopping,Computer Science,Bard,Daily,Beginner,Tablet,High,High,Rural,High School,French,Slow,Increased,Positive,No,8,No,2,26,85
61,Female,Researcher,4,Daily Life,Law,ChatGPT,Daily,Intermediate,Tablet,Low,Low,Suburban,High School,French,Slow,Same,Neutral,No,3,Yes,2,48,70
29,Female,Doctor,3,Entertainment,Engineering,ChatGPT,Rarely,Intermediate,Mobile,High,High,Suburban,Bachelor,Arabic,Slow,Decreased,Positive,No,3,Yes,3,56,80
47,Female,Unemployed,4,Work,Engineering,Bard,Often,Intermediate,Desktop,Low,High,Urban,PhD,French,Fast,Increased,Negative,Yes,2,Yes,2,22,85
57,Male,Designer,2,Daily Life,Art,Notion AI,Often,Advanced,Tablet,Low,Low,Urban,Bachelor,French,Slow,Increased,Negative,No,6,No,2,37,70
56,Male,Freelancer,4,Health,Engineering,Copilot,Often,Beginner,Mobile,Medium,Moderate,Urban,Master,English,Medium,Same,Positive,No,4,Yes,3,77,60
64,Male,Student,1,Work,Computer Science,Notion AI,Often,Beginner,Desktop,Low,Moderate,Urban,High School,English,Fast,Same,Positive,No,7,No,2,31,70
21,Female,Designer,0,Shopping,Law,Notion AI,Daily,Advanced,Laptop,Low,High,Rural,Bachelor,Arabic,Medium,Same,Positive,No,5,Yes,2,49,70
60,Male,Designer,8,Daily Life,Art,ChatGPT,Daily,Intermediate,Desktop,High,Moderate,Rural,Bachelor,Arabic,Slow,Decreased,Negative,Yes,5,Yes,2,48,70
60,Male,Teacher,5,Work,Engineering,Bard,Often,Intermediate,Tablet,High,Moderate,Suburban,,English,Slow,Increased,Neutral,Yes,9,No,2,20,85
63,Female,Engineer,9,Entertainment,Computer Science,Other,Sometimes,Beginner,Tablet,Medium,High,Suburban,Bachelor,Spanish,Slow,Same,Negative,No,2,Yes,3,75,60
54,Female,Researcher,5,Entertainment,Computer Science,Other,Rarely,Intermediate,Laptop,Low,Low,Rural,PhD,English,Slow,Same,Neutral,No,9,No,2,34,70
19,Female,Researcher,12,Study,Art,ChatGPT,Rarely,Intermediate,Desktop,High,Moderate,Suburban,Bachelor,French,Slow,Same,Negative,No,3,Yes,2,41,70
40,Male,Student,9,Study,Education,Copilot,Sometimes,Advanced,Mobile,Medium,High,Urban,High School,English,Fast,Increased,Positive,Yes,7,No,2,27,85
29,Male,Teacher,6,Shopping,Law,Copilot,Often,Beginner,Laptop,Low,High,Rural,High School,French,Fast,Same,Negative,No,10,No,2,42,70
44,Female,Doctor,1,Work,Business,ChatGPT,Daily,Intermediate,Desktop,Medium,High,Suburban,Bachelor,French,Medium,Decreased,Neutral,Yes,5,Yes,3,49,80
30,Female,Unemployed,10,Shopping,Business,Notion AI,Daily,Intermediate,Mobile,Medium,Low,Suburban,Master,English,Medium,Same,Neutral,Yes,8,No,2,20,85
23,Female,Freelancer,0,Health,Computer Science,Bard,Daily,Beginner,Mobile,Medium,High,Rural,Master,English,Slow,Same,Neutral,No,4,Yes,3,65,60
34,Female,Teacher,10,Entertainment,Education,Notion AI,Rarely,Advanced,Tablet,Medium,Low,Suburban,High School,English,Fast,Decreased,Negative,Yes,5,Yes,2,47,70
33,Female,Designer,2,Daily Life,Medicine,Other,Daily,Advanced,Tablet,Medium,Moderate,Suburban,Bachelor,French,Slow,Decreased,Negative,Yes,9,No,2,27,85
21,Male,Doctor,6,Entertainment,Education,ChatGPT,Often,Intermediate,Tablet,High,High,Suburban,PhD,English,Fast,Same,Positive,Yes,5,Yes,3,81,60
27,Female,Designer,6,Daily Life,Computer Science,ChatGPT,Often,Advanced,Laptop,Low,Low,Suburban,Master,French,Fast,Decreased,Negative,Yes,4,Yes,2,42,70
37,Female,Unemployed,1,Entertainment,Business,Copilot,Often,Beginner,Desktop,Low,High,Rural,Master,English,Medium,Same,Neutral,Yes,9,No,2,33,70
61,Female,Student,7,Entertainment,Art,Midjourney,Often,Intermediate,Tablet,Low,Moderate,Suburban,High School,French,Fast,Decreased,Positive,No,8,No,2,31,70
54,Female,Doctor,11,Work,Law,Other,Sometimes,Advanced,Mobile,Low,Low,Rural,PhD,English,Slow,Same,Negative,Yes,7,No,3,69,60
20,Male,Engineer,7,Health,Engineering,ChatGPT,Daily,Beginner,Desktop,Medium,Low,Suburban,Bachelor,Spanish,Medium,Same,Positive,No,8,No,4,105,50
47,Male,Freelancer,5,Daily Life,Education,ChatGPT,Sometimes,Advanced,Tablet,High,Low,Urban,Bachelor,Arabic,Fast,Same,Negative,Yes,3,Yes,2,41,70
44,Male,Teacher,3,Work,Engineering,ChatGPT,Often,Advanced,Laptop,Low,Low,Urban,Master,Arabic,Fast,Increased,Neutral,No,7,No,2,43,70
64,Male,Freelancer,11,Health,Computer Science,Midjourney,Sometimes,Advanced,Tablet,Low,Low,Suburban,PhD,English,Medium,Increased,Positive,No,7,No,3,51,80
24,Male,Freelancer,10,Health,Engineering,ChatGPT,Rarely,Intermediate,Laptop,Medium,Moderate,Rural,Bachelor,Spanish,Slow,Increased,Neutral,Yes,9,No,3,57,80
26,Male,Designer,3,Health,Computer Science,Midjourney,Often,Intermediate,Tablet,High,High,Suburban,Master,English,Fast,Increased,Positive,Yes,3,Yes,3,44,80
64,Male,Unemployed,2,Entertainment,Law,Copilot,Daily,Beginner,Mobile,High,Low,Suburban,PhD,Arabic,Fast,Decreased,Neutral,No,5,Yes,2,39,70
41,Male,Doctor,0,Health,Computer Science,Notion AI,Rarely,Intermediate,Laptop,High,High,Rural,Master,English,Fast,Same,Positive,No,8,No,4,78,70
38,Female,Doctor,1,Entertainment,Art,Midjourney,Often,Beginner,Desktop,Medium,Moderate,Rural,,English,Medium,Decreased,Positive,Yes,10,No,3,52,80
22,Female,Freelancer,0,Study,Engineering,Other,Daily,Advanced,Laptop,Low,Low,Suburban,High School,English,Slow,Decreased,Positive,No,3,Yes,2,27,85
41,Female,Researcher,0,Shopping,Engineering,Notion AI,Daily,Advanced,Laptop,High,Low,Rural,Master,Spanish,Slow,Same,Positive,No,3,Yes,2,26,85
54,Male,Unemployed,12,Study,Art,Other,Daily,Beginner,Tablet,High,Low,Suburban,Master,Arabic,Fast,Same,Neutral,Yes,9,No,2,27,85
54,Male,Teacher,10,Work,Law,Notion AI,Often,Beginner,Mobile,Low,Low,Rural,PhD,Spanish,Fast,Same,Positive,Yes,6,No,2,41,70
33,Male,Doctor,6,Health,Medicine,Bard,Rarely,Advanced,Tablet,Low,Moderate,Rural,Master,English,Slow,Increased,Neutral,No,3,Yes,4,80,70
25,Male,Teacher,0,Daily Life,Medicine,Notion AI,Daily,Beginner,Mobile,Low,High,Suburban,High School,French,Slow,Same,Negative,No,9,No,2,44,70
59,Male,Researcher,6,Study,Art,Bard,Rarely,Intermediate,Laptop,Low,High,Suburban,PhD,French,Slow,Decreased,Neutral,No,6,No,2,41,70
18,Male,Freelancer,10,Work,Art,Other,Rarely,Advanced,Desktop,High,Moderate,Rural,Master,Spanish,Fast,Same,Neutral,Yes,1,Yes,2,43,70
21,Male,Freelancer,10,Work,Medicine,Midjourney,Often,Beginner,Mobile,High,High,Suburban,Master,French,Fast,Increased,Neutral,Yes,4,Yes,2,44,70
40,Male,Researcher,8,Daily Life,Computer Science,ChatGPT,Daily,Beginner,Tablet,High,High,Urban,PhD,Arabic,Medium,Same,Negative,Yes,8,No,2,37,70
27,Male,Unemployed,2,Study,Computer Science,Midjourney,Rarely,Advanced,Tablet,Medium,Moderate,Urban,,Arabic,Slow,Increased,Neutral,Yes,2,Yes,2,38,70
48,Male,Doctor,9,Daily Life,Computer Science,Bard,Often,Beginner,Laptop,Low,Low,Suburban,PhD,English,Slow,Same,Positive,Yes,7,No,2,20,85
50,Male,Student,10,Health,Computer Science,Other,Rarely,Intermediate,Desktop,Medium,Moderate,Urban,Master,Arabic,Fast,Decreased,Positive,No,2,Yes,2,28,85
25,Female,Designer,7,Health,Computer Science,Midjourney,Sometimes,Beginner,Laptop,Low,Low,Urban,PhD,English,Medium,Same,Neutral,No,1,Yes,3,66,60
22,Female,Engineer,3,Entertainment,Engineering,Copilot,Rarely,Advanced,Laptop,High,High,Suburban,PhD,English,Slow,Same,Negative,No,4,Yes,3,53,80
19,Male,Engineer,4,Shopping,Computer Science,Notion AI,Sometimes,Intermediate,Desktop,Low,Moderate,Urban,PhD,Arabic,Slow,Increased,Positive,Yes,4,Yes,3,65,60
147,Male,Freelancer,5,Work,Art,Midjourney,Daily,Beginner,Mobile,Low,High,Rural,Master,French,Medium,Decreased,Neutral,Yes,10,No,2,23,85
51,Male,Engineer,8,Entertainment,Education,Notion AI,Often,Beginner,Laptop,Medium,Low,Rural,Bachelor,French,Fast,Increased,Neutral,Yes,6,No,3,68,60
57,Male,Teacher,10,Study,Education,Copilot,Rarely,Intermediate,Desktop,High,High,Urban,High School,Spanish,Slow,Increased,Negative,Yes,6,No,2,30,85
33,Male,Freelancer,5,Daily Life,Medicine,Bard,Sometimes,Advanced,Laptop,Low,High,Rural,Master,English,Slow,Increased,Negative,No,5,Yes,2,25,85
54,Male,Freelancer,7,Entertainment,Engineering,Copilot,Often,Beginner,Tablet,Low,High,Urban,Bachelor,English,Medium,Same,Negative,Yes,2,Yes,2,34,70
46,Female,Unemployed,12,Health,Education,Midjourney,Daily,Intermediate,Laptop,Medium,High,Urban,Master,Spanish,Slow,Decreased,Negative,Yes,3,Yes,2,22,85
136,Female,Doctor,4,Work,Business,Midjourney,Sometimes,Advanced,Laptop,Low,High,Suburban,,Spanish,Slow,Same,Positive,Yes,2,Yes,3,81,60
34,Male,Designer,8,Entertainment,Business,Notion AI,Rarely,Intermediate,Desktop,Medium,High,Suburban,PhD,Arabic,Slow,Same,Negative,No,1,Yes,2,50,70
27,Male,Researcher,6,Study,Medicine,Bard,Daily,Intermediate,Desktop,High,Moderate,Urban,Bachelor,Arabic,Medium,Decreased,Neutral,Yes,4,Yes,2,36,70
25,Male,Freelancer,10,Study,Medicine,ChatGPT,Sometimes,Beginner,Desktop,Low,Low,Rural,PhD,Spanish,Medium,Decreased,Positive,Yes,8,No,2,40,70
28,Female,Unemployed,12,Study,Law,Notion AI,Often,Advanced,Tablet,Low,Low,Suburban,PhD,French,Slow,Decreased,Negative,No,9,No,2,33,70
51,Male,Freelancer,12,Health,Law,Bard,Rarely,Beginner,Mobile,Low,Moderate,Rural,Bachelor,Arabic,Slow,Decreased,Negative,Yes,6,No,3,49,80
34,Male,Doctor,12,Daily Life,Law,Other,Often,Beginner,Desktop,Medium,High,Rural,PhD,English,Slow,Decreased,Positive,No,3,Yes,2,50,70
54,Male,Unemployed,2,Entertainment,Computer Science,Bard,Sometimes,Intermediate,Laptop,Medium,High,Urban,Master,Spanish,Slow,Decreased,Negative,No,3,Yes,2,39,70
36,Female,Teacher,0,Health,Education,Bard,Often,Beginner,Tablet,High,High,Urban,Bachelor,French,Medium,Decreased,Neutral,No,6,No,3,81,60
58,Male,Engineer,7,Health,Education,Copilot,Often,Beginner,Mobile,Low,High,Urban,High School,English,Fast,Same,Neutral,No,4,Yes,4,93,50
48,Female,Engineer,7,Work,Engineering,Copilot,Daily,Intermediate,Desktop,Low,Low,Urban,Master,Arabic,Fast,Same,Positive,No,3,Yes,3,64,60
43,Female,Engineer,12,Daily Life,Law,Bard,Daily,Intermediate,Laptop,High,Moderate,Rural,Master,Arabic,Medium,Same,Neutral,Yes,7,No,2,41,70
19,Female,Engineer,6,Entertainment,Education,Bard,Often,Beginner,Laptop,High,Moderate,Rural,High School,French,Medium,Decreased,Negative,Yes,9,No,3,49,80
26,Male,Teacher,3,Entertainment,Education,Other,Sometimes,Intermediate,Mobile,Low,Low,Urban,PhD,French,Slow,Increased,Neutral,Yes,2,Yes,2,23,85
35,Male,Student,12,Entertainment,Engineering,Midjourney,Daily,Intermediate,Mobile,High,Moderate,Urban,Master,Arabic,Fast,Decreased,Negative,Yes,8,No,2,21,85
33,Female,Teacher,12,Health,Business,Notion AI,Sometimes,Advanced,Desktop,Low,Moderate,Suburban,PhD,Arabic,Fast,Increased,Positive,No,3,Yes,3,50,80
61,Female,Teacher,2,Health,Business,Midjourney,Often,Intermediate,Tablet,Medium,Moderate,Rural,Bachelor,English,Fast,Decreased,Neutral,No,9,No,3,63,60
57,Female,Doctor,11,Shopping,Education,Notion AI,Rarely,Intermediate,Tablet,Low,Low,Suburban,PhD,English,Slow,Decreased,Positive,Yes,3,Yes,3,42,80
45,Female,Unemployed,10,Work,Business,Other,Rarely,Intermediate,Laptop,Medium,Moderate,Suburban,High School,English,Slow,Increased,Negative,No,8,No,2,36,70
29,Male,Freelancer,0,Study,Law,ChatGPT,Often,Beginner,Laptop,Low,Low,Urban,Master,French,Fast,Increased,Neutral,Yes,5,Yes,2,30,85
42,Female,Freelancer,4,Study,Computer Science,Notion AI,Often,Advanced,Desktop,High,Low,Rural,High School,English,Slow,Increased,Negative,No,6,No,2,32,70
63,Male,Doctor,5,Health,Education,Copilot,Sometimes,Beginner,Mobile,High,High,Urban,High School,Spanish,Medium,Same,Negative,No,3,Yes,4,76,70
55,Male,Researcher,7,Shopping,Engineering,Other,Often,Beginner,Laptop,Low,Low,Rural,Bachelor,French,Fast,Same,Negative,Yes,2,Yes,2,31,70
55,Male,Student,3,Work,Engineering,Other,Sometimes,Beginner,Laptop,Medium,High,Suburban,Master,English,Slow,Same,Negative,Yes,9,No,2,40,70
31,Female,Researcher,8,Work,Law,Copilot,Often,Beginner,Mobile,Low,Low,Urban,PhD,English,Slow,Same,Positive,Yes,9,No,2,26,85
31,Female,Designer,5,Study,Computer Science,Notion AI,Rarely,Advanced,Tablet,Low,Moderate,Urban,PhD,English,Fast,Decreased,Neutral,Yes,5,Yes,2,37,70
35,Female,Designer,7,Daily Life,Education,Bard,Daily,Advanced,Mobile,Medium,High,Urban,,English,Medium,Decreased,Positive,Yes,9,No,2,26,85
28,Male,Unemployed,6,Health,Engineering,Notion AI,Sometimes,Advanced,Mobile,Low,Moderate,Rural,PhD,French,Fast,Increased,Negative,Yes,7,No,2,43,70
28,Female,Freelancer,4,Health,Engineering,Bard,Rarely,Beginner,Mobile,Medium,Low,Rural,Master,French,Slow,Same,Positive,No,8,No,3,81,60
56,Female,Designer,7,Entertainment,Law,Notion AI,Often,Beginner,Mobile,Low,Low,Suburban,Master,Spanish,Fast,Increased,Neutral,No,5,Yes,2,35,70
52,Female,Student,9,Entertainment,Art,Bard,Daily,Advanced,Desktop,High,Moderate,Urban,PhD,Spanish,Slow,Decreased,Negative,Yes,6,No,2,26,85
52,Male,Doctor,10,Shopping,Business,Bard,Rarely,Advanced,Laptop,High,Low,Urban,Bachelor,French,Fast,Increased,Neutral,Yes,6,No,3,89,60
44,Male,Engineer,9,Daily Life,Art,Other,Daily,Intermediate,Laptop,Medium,High,Rural,PhD,Spanish,Medium,Increased,Neutral,Yes,5,Yes,2,21,85
47,Male,Designer,0,Work,Law,Copilot,Rarely,Advanced,Tablet,Low,High,Rural,PhD,English,Fast,Decreased,Negative,No,5,Yes,2,31,70
53,Male,Freelancer,6,Work,Business,ChatGPT,Daily,Beginner,Tablet,High,Moderate,Urban,PhD,French,Medium,Decreased,Neutral,No,2,Yes,2,44,70
21,Male,Researcher,8,Daily Life,Computer Science,Copilot,Rarely,Advanced,Laptop,Medium,Moderate,Urban,High School,Arabic,Medium,Decreased,Positive,Yes,7,No,2,44,70
20,Male,Doctor,4,Shopping,Art,Other,Often,Advanced,Laptop,Low,Low,Suburban,High School,Spanish,Medium,Increased,Negative,Yes,3,Yes,3,58,80
64,Female,Doctor,3,Shopping,Business,Other,Rarely,Intermediate,Desktop,High,Moderate,Urban,High School,English,Fast,Decreased,Negative,No,2,Yes,3,45,80
55,Male,Freelancer,9,Entertainment,Law,Other,Sometimes,Intermediate,Laptop,High,High,Suburban,Master,English,Medium,Increased,Negative,No,5,Yes,2,24,85
36,Male,Student,7,Daily Life,Business,ChatGPT,Daily,Intermediate,Tablet,Medium,Moderate,Suburban,Bachelor,French,Medium,Same,Negative,Yes,8,No,1,22,85
63,Male,Doctor,8,Study,Business,Bard,Daily,Intermediate,Desktop,Low,High,Urban,PhD,Arabic,Fast,Increased,Neutral,Yes,4,Yes,3,81,60
64,Male,Engineer,6,Shopping,Medicine,Other,Often,Advanced,Mobile,Medium,High,Rural,PhD,French,Slow,Increased,Negative,Yes,8,No,3,54,80
32,Male,Researcher,0,Entertainment,Computer Science,Midjourney,Sometimes,Intermediate,Tablet,Low,High,Rural,Bachelor,Spanish,Slow,Increased,Neutral,Yes,9,No,2,37,70
46,Female,Freelancer,6,Daily Life,Medicine,Notion AI,Often,Intermediate,Tablet,Low,Low,Suburban,High School,English,Fast,Decreased,Neutral,Yes,3,Yes,2,32,70
60,Female,Unemployed,1,Shopping,Education,ChatGPT,Rarely,Beginner,Desktop,Low,Moderate,Urban,Master,French,Fast,Decreased,Neutral,Yes,2,Yes,2,24,85
32,Female,Unemployed,3,Study,Business,Notion AI,Rarely,Beginner,Desktop,Medium,Moderate,Rural,Bachelor,Spanish,Fast,Decreased,Negative,No,8,No,2,38,70
29,Female,Researcher,12,Study,Business,Notion AI,Daily,Intermediate,Tablet,High,Low,Suburban,Bachelor,English,Slow,Increased,Positive,Yes,3,Yes,2,49,70
55,Male,Engineer,3,Shopping,Business,ChatGPT,Sometimes,Advanced,Desktop,Low,Moderate,Rural,High School,French,Fast,Increased,Negative,No,5,Yes,3,71,60
43,Female,Student,10,Health,Art,Copilot,Daily,Beginner,Laptop,Low,Moderate,Suburban,High School,Arabic,Fast,Same,Neutral,No,5,Yes,2,41,70
35,Female,Designer,2,Shopping,Medicine,Bard,Sometimes,Beginner,Desktop,Low,Moderate,Urban,Bachelor,French,Fast,Same,Positive,No,9,No,2,26,85
61,Female,Doctor,9,Shopping,Art,Copilot,Often,Advanced,Laptop,High,Moderate,Urban,PhD,Arabic,Fast,Increased,Negative,No,8,No,3,64,60
29,Female,Doctor,6,Shopping,Education,Other,Rarely,Advanced,Tablet,Medium,Low,Suburban,PhD,Arabic,Medium,Same,Negative,Yes,9,No,3,87,60
41,Female,Doctor,12,Work,Medicine,Bard,Daily,Advanced,Laptop,Medium,Low,Suburban,High School,Spanish,Medium,Increased,Negative,No,9,No,3,60,80
39,Male,Freelancer,8,Study,Medicine,Notion AI,Often,Beginner,Laptop,Low,Low,Urban,PhD,Spanish,Medium,Decreased,Negative,No,2,Yes,2,49,70
48,Female,Designer,7,Work,Art,Midjourney,Sometimes,Intermediate,Mobile,Low,Low,Suburban,High School,Spanish,Medium,Increased,Neutral,No,1,Yes,2,20,85
34,Male,Freelancer,3,Daily Life,Law,Notion AI,Daily,Beginner,Mobile,High,High,Rural,PhD,Spanish,Medium,Increased,Negative,No,9,No,2,47,70
29,Male,Unemployed,9,Entertainment,Engineering,Other,Rarely,Intermediate,Tablet,Low,Low,Urban,PhD,Spanish,Medium,Decreased,Negative,No,10,No,2,35,70
26,Male,Designer,12,Entertainment,Art,ChatGPT,Daily,Advanced,Laptop,Low,Moderate,Rural,PhD,Spanish,Fast,Same,Negative,Yes,3,Yes,2,25,85
32,Female,Researcher,10,Health,Medicine,Copilot,Often,Advanced,Tablet,High,Moderate,Rural,Bachelor,Arabic,Slow,Decreased,Negative,No,5,Yes,3,41,80
51,Female,Engineer,6,Entertainment,Engineering,Other,Daily,Beginner,Tablet,High,Moderate,Rural,Master,English,Fast,Increased,Positive,Yes,8,No,3,67,60
19,Female,Unemployed,9,Work,Computer Science,Midjourney,Sometimes,Intermediate,Desktop,Medium,Moderate,Suburban,Bachelor,French,Slow,Increased,Negative,Yes,5,Yes,2,33,70
56,Female,Researcher,2,Daily Life,Art,Midjourney,Sometimes,Intermediate,Tablet,Medium,Low,Suburban,Bachelor,Arabic,Fast,Increased,Neutral,No,5,Yes,2,33,70
44,Male,Designer,4,Health,Medicine,Midjourney,Rarely,Beginner,Tablet,Medium,High,Urban,High School,French,Fast,Same,Neutral,Yes,10,No,3,48,80
29,Male,Researcher,9,Work,Art,Midjourney,Daily,Intermediate,Desktop,Medium,High,Urban,Bachelor,English,Medium,Increased,Positive,No,2,Yes,2,43,70
58,Female,Designer,9,Shopping,Education,Other,Daily,Beginner,Mobile,High,High,Rural,Bachelor,Spanish,Medium,Decreased,Neutral,Yes,3,Yes,2,31,70
31,Female,Student,9,Shopping,Computer Science,Other,Sometimes,Intermediate,Laptop,High,Low,Urban,Bachelor,Spanish,Medium,Same,Neutral,No,1,Yes,2,20,85
55,Female,Teacher,5,Health,Computer Science,ChatGPT,Often,Advanced,Mobile,Medium,High,Rural,PhD,English,Fast,Decreased,Positive,No,7,No,3,68,60
52,Male,Engineer,11,Entertainment,Law,Notion AI,Sometimes,Beginner,Desktop,Medium,Low,Suburban,Bachelor,Arabic,Fast,Same,Negative,No,5,Yes,3,48,80
24,Male,Teacher,11,Study,Engineering,Copilot,Daily,Intermediate,Desktop,Medium,Moderate,Suburban,Master,Arabic,Slow,Decreased,Positive,No,3,Yes,2,31,70
37,Female,Teacher,3,Health,Education,Other,Sometimes,Beginner,Tablet,High,High,Suburban,Bachelor,French,Fast,Decreased,Positive,Yes,10,No,3,75,60
33,Female,Researcher,6,Study,Law,Midjourney,Sometimes,Beginner,Tablet,Low,Moderate,Urban,High School,French,Fast,Same,Negative,Yes,3,Yes,2,36,70
57,Male,Doctor,3,Study,Engineering,ChatGPT,Often,Advanced,Mobile,Medium,High,Suburban,Bachelor,Arabic,Fast,Same,Negative,No,3,Yes,3,53,80
41,Female,Student,8,Work,Business,Bard,Rarely,Advanced,Mobile,Medium,Low,Rural,PhD,Spanish,Fast,Same,Negative,No,4,Yes,2,46,70
50,Female,Engineer,3,Entertainment,Business,Midjourney,Often,Advanced,Desktop,Medium,Low,Urban,Master,Spanish,Fast,Decreased,Positive,No,7,No,3,61,60
53,Female,Student,4,Entertainment,Engineering,Midjourney,Sometimes,Beginner,Tablet,High,Moderate,Urban,Bachelor,English,Fast,Decreased,Positive,Yes,5,Yes,2,25,85
58,Male,Unemployed,0,Daily Life,Medicine,Copilot,Sometimes,Beginner,Tablet,Low,Low,Urban,High School,Arabic,Fast,Increased,Positive,Yes,9,No,1,23,85
37,Male,Engineer,9,Daily Life,Engineering,Midjourney,Daily,Beginner,Tablet,High,High,Rural,Bachelor,French,Medium,Increased,Negative,Yes,6,No,2,43,70
24,Male,Student,1,Entertainment,Law,Notion AI,Often,Intermediate,Mobile,Low,Moderate,Urban,Bachelor,Spanish,Medium,Increased,Neutral,Yes,1,Yes,2,45,70
27,Male,Engineer,7,Work,Art,Notion AI,Daily,Intermediate,Tablet,Medium,Low,Rural,High School,Spanish,Medium,Increased,Positive,Yes,8,No,3,54,80
42,Male,Student,5,Shopping,Law,Other,Daily,Intermediate,Desktop,High,Moderate,Rural,Bachelor,Spanish,Medium,Decreased,Negative,No,10,No,2,47,70
47,Male,Doctor,9,Work,Computer Science,Notion AI,Often,Beginner,Mobile,High,Low,Urban,Bachelor,English,Slow,Decreased,Positive,Yes,3,Yes,3,43,80
54,Male,Designer,3,Entertainment,Art,ChatGPT,Daily,Advanced,Laptop,Low,High,Rural,High School,Spanish,Medium,Decreased,Neutral,No,1,Yes,2,45,70
47,Female,Doctor,5,Entertainment,Computer Science,ChatGPT,Often,Advanced,Laptop,High,Low,Urban,PhD,English,Fast,Same,Neutral,Yes,8,No,3,71,60
30,Male,Unemployed,9,Daily Life,Medicine,Bard,Daily,Beginner,Laptop,Medium,Moderate,Urban,PhD,Spanish,Slow,Increased,Neutral,No,1,Yes,1,26,85
